age,gender,relation,occasion,interest_1,interest_2,budget,gift
0,0,1,0,4,24,2,"Meat Mincer, Sausage Filling Machine"
0,0,1,0,4,25,2,"Blender, Air Fryer"
0,0,1,0,5,26,0,Horror Story Books
0,0,1,0,5,27,0,Science Fiction Story Books
0,0,1,0,5,28,0,Non-Fiction Story Books
0,0,1,0,5,29,0,Drama Story Books
0,0,1,0,5,26,1,Horror Story Books
0,0,1,0,5,27,1,Science Fiction Story Books
0,0,1,0,5,28,1,Non-Fiction Story Books
0,0,1,0,5,29,1,Drama Story Books
0,0,1,0,5,26,2,"Horror Story Books, Kindle"
0,0,1,0,5,27,2,"Science Fiction Story Books, Kindle"
0,0,1,0,5,28,2,"Non-Fiction Story Books, Kindle"
0,0,1,0,5,29,2,"Drama Story Books, Kindle"
0,0,0,0,3,20,0,"Classical Music Book, Tambourine"
0,0,0,0,3,21,0,"Western Music Book, Harmonica"
0,0,0,0,3,22,0,"Earphone, Melody Music Book"
0,0,0,0,3,20,1,"Metronome, Sitar"
0,0,0,0,3,21,1,"Guitar, Violin"
0,0,0,0,3,22,1,"Portable Speaker, Wireless Earphone"
0,0,0,0,3,20,2,"Harmonium, Veena"
0,0,0,0,3,21,2,"Grand Piano, Drum Set"
0,0,0,0,3,22,2,"DJ Mixer, Launchpad"
0,0,0,0,4,23,0,"Dough Whisk, Apron"
0,0,0,0,4,24,0,"Knife Set, Cutting Board"
0,0,0,0,4,25,0,"Cooking Book, Apron"
0,0,0,0,4,23,1,Baking Accessories
0,0,0,0,4,24,1,"Meat Grinder, Fish Scaler"
0,0,0,0,4,25,1,"Toaster, Coffee Maker"
0,0,0,0,4,23,2,Microwave Oven
0,0,0,0,4,24,2,"Meat Mincer, Sausage Filling Machine"
0,0,0,0,4,25,2,"Blender, Air Fryer"
0,0,0,0,5,26,0,Horror Story Books
0,0,0,0,5,27,0,Science Fiction Story Books
0,0,0,0,5,28,0,Non-Fiction Story Books
0,0,0,0,5,29,0,Drama Story Books
0,0,0,0,5,26,1,Horror Story Books
0,0,0,0,5,27,1,Science Fiction Story Books
0,0,0,0,5,28,1,Non-Fiction Story Books
0,0,0,0,5,29,1,Drama Story Books
0,0,0,0,5,26,2,"Horror Story Books, Kindle"
0,0,0,0,5,27,2,"Science Fiction Story Books, Kindle"
0,0,0,0,5,28,2,"Non-Fiction Story Books, Kindle"
0,0,0,0,5,29,2,"Drama Story Books, Kindle"
0,0,1,1,3,20,0,"Classical Music Book, Tambourine"
0,0,1,1,3,21,0,"Western Music Book, Harmonica"
0,0,1,1,3,22,0,"Earphone, Melody Music Book"
0,0,1,1,3,20,1,"Metronome, Sitar"
0,0,1,1,3,21,1,"Guitar, Violin"
0,0,1,1,3,22,1,"Portable Speaker, Wireless Earphone"
0,0,1,1,3,20,2,"Harmonium, Veena"
0,0,1,1,3,21,2,"Grand Piano, Drum Set"
0,0,1,1,3,22,2,"DJ Mixer, Launchpad"
0,0,1,1,4,23,0,"Dough Whisk, Apron"
0,0,1,1,4,24,0,"Knife Set, Cutting Board"
0,0,1,1,4,25,0,"Cooking Book, Apron"
0,0,1,1,4,23,1,Baking Accessories
0,0,1,1,4,24,1,"Meat Grinder, Fish Scaler"
0,0,1,1,4,25,1,"Toaster, Coffee Maker"
0,0,1,1,4,23,2,Microwave Oven
0,0,1,1,4,24,2,"Meat Mincer, Sausage Filling Machine"
0,0,1,1,4,25,2,"Blender, Air Fryer"
0,0,1,1,5,26,0,Horror Story Books
0,0,1,1,5,27,0,Science Fiction Story Books
0,0,1,1,5,28,0,Non-Fiction Story Books
0,0,1,1,5,29,0,Drama Story Books
0,0,1,1,5,26,1,Horror Story Books
0,0,1,1,5,27,1,Science Fiction Story Books
0,0,1,1,5,28,1,Non-Fiction Story Books
0,0,1,1,5,29,1,Drama Story Books
0,0,1,1,5,26,2,"Horror Story Books, Kindle"
0,0,1,1,5,27,2,"Science Fiction Story Books, Kindle"
0,0,1,1,5,28,2,"Non-Fiction Story Books, Kindle"
0,0,1,1,5,29,2,"Drama Story Books, Kindle"
0,0,0,1,3,20,0,"Classical Music Book, Tambourine"
0,0,0,1,3,21,0,"Western Music Book, Harmonica"
0,0,0,1,3,22,0,"Earphone, Melody Music Book"
0,0,0,1,3,20,1,"Metronome, Sitar"
0,0,0,1,3,21,1,"Guitar, Violin"
0,0,0,1,3,22,1,"Portable Speaker, Wireless Earphone"
0,0,0,1,3,20,2,"Harmonium, Veena"
0,0,0,1,3,21,2,"Grand Piano, Drum Set"
0,0,0,1,3,22,2,"DJ Mixer, Launchpad"
0,0,0,1,4,23,0,"Dough Whisk, Apron"
0,0,0,1,4,24,0,"Knife Set, Cutting Board"
0,0,0,1,4,25,0,"Cooking Book, Apron"
0,0,0,1,4,23,1,Baking Accessories
0,0,0,1,4,24,1,"Meat Grinder, Fish Scaler"
0,0,0,1,4,25,1,"Toaster, Coffee Maker"
0,0,0,1,4,23,2,Microwave Oven
0,0,0,1,4,24,2,"Meat Mincer, Sausage Filling Machine"
0,0,0,1,4,25,2,"Blender, Air Fryer"
0,0,0,1,5,26,0,Horror Story Books
0,0,0,1,5,27,0,Science Fiction Story Books
0,0,0,1,5,28,0,Non-Fiction Story Books
0,0,0,1,5,29,0,Drama Story Books
0,0,0,1,5,26,1,Horror Story Books
0,0,0,1,5,27,1,Science Fiction Story Books
0,0,0,1,5,28,1,Non-Fiction Story Books
0,0,0,1,5,29,1,Drama Story Books
0,0,0,1,5,26,2,"Horror Story Books, Kindle"
0,0,0,1,5,27,2,"Science Fiction Story Books, Kindle"
0,0,0,1,5,28,2,"Non-Fiction Story Books, Kindle"
0,0,0,1,5,29,2,"Drama Story Books, Kindle"
0,1,1,0,3,20,0,"Classical Music Book, Tambourine"
0,1,1,0,3,21,0,"Western Music Book, Harmonica"
0,1,1,0,3,22,0,"Earphone, Melody Music Book"
0,1,1,0,3,20,1,"Metronome, Sitar"
0,1,1,0,3,21,1,"Guitar, Violin"
0,1,1,0,3,22,1,"Portable Speaker, Wireless Earphone"
0,1,1,0,3,20,2,"Harmonium, Veena"
0,1,1,0,3,21,2,"Grand Piano, Drum Set"
0,1,1,0,3,22,2,"DJ Mixer, Launchpad"
0,1,1,0,4,23,0,"Dough Whisk, Apron"
0,1,1,0,4,24,0,"Knife Set, Cutting Board"
0,1,1,0,4,25,0,"Cooking Book, Apron"
0,1,1,0,4,23,1,Baking Accessories
0,1,1,0,4,24,1,"Meat Grinder, Fish Scaler"
0,1,1,0,4,25,1,"Toaster, Coffee Maker"
0,1,1,0,4,23,2,Microwave Oven
0,1,1,0,4,24,2,"Meat Mincer, Sausage Filling Machine"
0,1,1,0,4,25,2,"Blender, Air Fryer"
0,1,1,0,5,26,0,Horror Story Books
0,1,1,0,5,27,0,Science Fiction Story Books
0,1,1,0,5,28,0,Non-Fiction Story Books
0,1,1,0,5,29,0,Drama Story Books
0,1,1,0,5,26,1,Horror Story Books
0,1,1,0,5,27,1,Science Fiction Story Books
0,1,1,0,5,28,1,Non-Fiction Story Books
0,1,1,0,5,29,1,Drama Story Books
0,1,1,0,5,26,2,"Horror Story Books, Kindle"
0,1,1,0,5,27,2,"Science Fiction Story Books, Kindle"
0,1,1,0,5,28,2,"Non-Fiction Story Books, Kindle"
0,1,1,0,5,29,2,"Drama Story Books, Kindle"
0,1,0,0,3,20,0,"Classical Music Book, Tambourine"
0,1,0,0,3,21,0,"Western Music Book, Harmonica"
0,1,0,0,3,22,0,"Earphone, Melody Music Book"
0,1,0,0,3,20,1,"Metronome, Sitar"
0,1,0,0,3,21,1,"Guitar, Violin"
0,1,0,0,3,22,1,"Portable Speaker, Wireless Earphone"
0,1,0,0,3,20,2,"Harmonium, Veena"
0,1,0,0,3,21,2,"Grand Piano, Drum Set"
0,1,0,0,3,22,2,"DJ Mixer, Launchpad"
0,1,0,0,4,23,0,"Dough Whisk, Apron"
0,1,0,0,4,24,0,"Knife Set, Cutting Board"
0,1,0,0,4,25,0,"Cooking Book, Apron"
0,1,0,0,4,23,1,Baking Accessories
0,1,0,0,4,24,1,"Meat Grinder, Fish Scaler"
0,1,0,0,4,25,1,"Toaster, Coffee Maker"
0,1,0,0,4,23,2,Microwave Oven
0,1,0,0,4,24,2,"Meat Mincer, Sausage Filling Machine"
0,1,0,0,4,25,2,"Blender, Air Fryer"
0,1,0,0,5,26,0,Horror Story Books
0,1,0,0,5,27,0,Science Fiction Story Books
0,1,0,0,5,28,0,Non-Fiction Story Books
0,1,0,0,5,29,0,Drama Story Books
0,1,0,0,5,26,1,Horror Story Books
0,1,0,0,5,27,1,Science Fiction Story Books
0,1,0,0,5,28,1,Non-Fiction Story Books
0,1,0,0,5,29,1,Drama Story Books
0,1,0,0,5,26,2,"Horror Story Books, Kindle"
0,1,0,0,5,27,2,"Science Fiction Story Books, Kindle"
0,1,0,0,5,28,2,"Non-Fiction Story Books, Kindle"
0,1,0,0,5,29,2,"Drama Story Books, Kindle"
0,1,1,1,3,20,0,"Classical Music Book, Tambourine"
0,1,1,1,3,21,0,"Western Music Book, Harmonica"
0,1,1,1,3,22,0,"Earphone, Melody Music Book"
0,1,1,1,3,20,1,"Metronome, Sitar"
0,1,1,1,3,21,1,"Guitar, Violin"
0,1,1,1,3,22,1,"Portable Speaker, Wireless Earphone"
0,1,1,1,3,20,2,"Harmonium, Veena"
0,1,1,1,3,21,2,"Grand Piano, Drum Set"
0,1,1,1,3,22,2,"DJ Mixer, Launchpad"
0,1,1,1,4,23,0,"Dough Whisk, Apron"
0,1,1,1,4,24,0,"Knife Set, Cutting Board"
0,1,1,1,4,25,0,"Cooking Book, Apron"
0,1,1,1,4,23,1,Baking Accessories
0,1,1,1,4,24,1,"Meat Grinder, Fish Scaler"
0,1,1,1,4,25,1,"Toaster, Coffee Maker"
0,1,1,1,4,23,2,Microwave Oven
0,1,1,1,4,24,2,"Meat Mincer, Sausage Filling Machine"
0,1,1,1,4,25,2,"Blender, Air Fryer"
0,1,1,1,5,26,0,Horror Story Books
0,1,1,1,5,27,0,Science Fiction Story Books
0,1,1,1,5,28,0,Non-Fiction Story Books
0,1,1,1,5,29,0,Drama Story Books
0,1,1,1,5,26,1,Horror Story Books
0,1,1,1,5,27,1,Science Fiction Story Books
0,1,1,1,5,28,1,Non-Fiction Story Books
0,1,1,1,5,29,1,Drama Story Books
0,1,1,1,5,26,2,"Horror Story Books, Kindle"
0,1,1,1,5,27,2,"Science Fiction Story Books, Kindle"
0,1,1,1,5,28,2,"Non-Fiction Story Books, Kindle"
0,1,1,1,5,29,2,"Drama Story Books, Kindle"
0,1,0,1,3,20,0,"Classical Music Book, Tambourine"
0,1,0,1,3,21,0,"Western Music Book, Harmonica"
0,1,0,1,3,22,0,"Earphone, Melody Music Book"
0,1,0,1,3,20,1,"Metronome, Sitar"
0,1,0,1,3,21,1,"Guitar, Violin"
0,1,0,1,3,22,1,"Portable Speaker, Wireless Earphone"
0,1,0,1,3,20,2,"Harmonium, Veena"
0,1,0,1,3,21,2,"Grand Piano, Drum Set"
0,1,0,1,3,22,2,"DJ Mixer, Launchpad"
0,1,0,1,4,23,0,"Dough Whisk, Apron"
0,1,0,1,4,24,0,"Knife Set, Cutting Board"
0,1,0,1,4,25,0,"Cooking Book, Apron"
0,1,0,1,4,23,1,Baking Accessories
0,1,0,1,4,24,1,"Meat Grinder, Fish Scaler"
0,1,0,1,4,25,1,"Toaster, Coffee Maker"
0,1,0,1,4,23,2,Microwave Oven
0,1,0,1,4,24,2,"Meat Mincer, Sausage Filling Machine"
0,1,0,1,4,25,2,"Blender, Air Fryer"
0,1,0,1,5,26,0,Horror Story Books
0,1,0,1,5,27,0,Science Fiction Story Books
0,1,0,1,5,28,0,Non-Fiction Story Books
0,1,0,1,5,29,0,Drama Story Books
0,1,0,1,5,26,1,Horror Story Books
0,1,0,1,5,27,1,Science Fiction Story Books
0,1,0,1,5,28,1,Non-Fiction Story Books
0,1,0,1,5,29,1,Drama Story Books
0,1,0,1,5,26,2,"Horror Story Books, Kindle"
0,1,0,1,5,27,2,"Science Fiction Story Books, Kindle"
0,1,0,1,5,28,2,"Non-Fiction Story Books, Kindle"
0,1,0,1,5,29,2,"Drama Story Books, Kindle"
1,0,1,0,0,0,0,"Football, Football Player Poster"
1,0,1,0,0,1,0,"Basketball, BasketBall Player Poster"
1,0,1,0,0,2,0,"Hockey Stick, Hockey Player Poster"
1,0,1,0,0,3,0,"Cricket Bat, Cricket Player Poster"
1,0,1,0,0,4,0,"Badminton Racket, Shuttle Cocks"
1,0,1,0,0,5,0,"Running Shoes, Headband"
1,0,1,0,0,6,0,"Tennis Racket, Headband"
1,0,1,0,0,7,0,"Chess Board, Board Game"
1,0,1,0,0,8,0,"Volleyball, Waterbottle"
1,0,1,0,0,9,0,"Boxing Gloves, Boxer Poster"
1,0,1,0,0,10,0,"Skates, Headband"
1,0,1,0,0,11,0,"Rugby Ball, Sports Towel"
1,0,1,0,0,13,0,Fishing Accessories
1,0,1,0,0,12,0,"Cycling Accessories, Waterbottle"
1,0,1,0,0,0,1,"Football Shoes, Football"
1,0,1,0,0,1,1,Basketball Shoes
1,0,1,0,0,2,1,Hockey Shoes
1,0,1,0,0,3,1,"Cricket Shoes, Cricket Bat"
1,0,1,0,0,4,1,"Badminton Shoes, Badminton Racket"
1,0,1,0,0,5,1,"Fitness Watch, Treadmill"
1,0,1,0,0,6,1,"Tennis Racket, Tennis Shoes"
1,0,1,0,0,7,1,"Carrom Board, Board Game"
1,0,1,0,0,8,1,Volleyball Shoes
1,0,1,0,0,9,1,Boxing Shoes
1,0,1,0,0,10,1,"Skates, Fitness Watch"
1,0,1,0,0,11,1,Rugby Accessories
1,0,1,0,0,13,1,"Fishing Rod, Fishing Chair"
1,0,1,0,0,12,1,Cycling Accessories
1,0,1,0,0,0,2,Football Accessories
1,0,1,0,0,1,2,Basketball Accessories
1,0,1,0,0,2,2,Hockey Accessories
1,0,1,0,0,3,2,Cricket Accessories
1,0,1,0,0,4,2,Cricket Accessories
1,0,1,0,0,5,2,"Fitness Watch, Treadmill"
1,0,1,0,0,6,2,Tennis Accessories
1,0,1,0,0,7,2,Cue Sports Accessories
1,0,1,0,0,8,2,Volleyball Accessories
1,0,1,0,0,9,2,Boxing Accessories
1,0,1,0,0,10,2,Skating Accessories
1,0,1,0,0,11,2,Rugby Accessories
1,0,1,0,0,13,2,"Fishing Boat, Fishing Accessories"
1,0,1,0,0,12,2,"Cycle, Cycling Accessories"
1,1,1,0,0,0,0,"Football, Football Player Poster"
1,1,1,0,0,1,0,"Basketball, BasketBall Player Poster"
1,1,1,0,0,2,0,"Hockey Stick, Hockey Player Poster"
1,1,1,0,0,3,0,"Cricket Bat, Cricket Player Poster"
1,1,1,0,0,4,0,"Badminton Racket, Shuttle Cocks"
1,1,1,0,0,5,0,"Running Shoes, Headband"
1,1,1,0,0,6,0,"Tennis Racket, Headband"
1,1,1,0,0,7,0,"Chess Board, Board Game"
1,1,1,0,0,8,0,"Volleyball, Waterbottle"
1,1,1,0,0,9,0,"Boxing Gloves, Boxer Poster"
1,1,1,0,0,10,0,"Skates, Headband"
1,1,1,0,0,11,0,"Rugby Ball, Sports Towel"
1,1,1,0,0,13,0,Fishing Accessories
1,1,1,0,0,12,0,"Cycling Accessories, Waterbottle"
1,1,1,0,0,0,1,"Football Shoes, Football"
1,1,1,0,0,1,1,Basketball Shoes
1,1,1,0,0,2,1,Hockey Shoes
1,1,1,0,0,3,1,"Cricket Shoes, Cricket Bat"
1,1,1,0,0,4,1,"Badminton Shoes, Badminton Racket"
1,1,1,0,0,5,1,"Fitness Watch, Treadmill"
1,1,1,0,0,6,1,"Tennis Racket, Tennis Shoes"
1,1,1,0,0,7,1,"Carrom Board, Board Game"
1,1,1,0,0,8,1,Volleyball Shoes
1,1,1,0,0,9,1,Boxing Shoes
1,1,1,0,0,10,1,"Skates, Fitness Watch"
1,1,1,0,0,11,1,Rugby Accessories
1,1,1,0,0,13,1,"Fishing Rod, Fishing Chair"
1,1,1,0,0,12,1,Cycling Accessories
1,1,1,0,0,0,2,Football Accessories
1,1,1,0,0,1,2,Basketball Accessories
1,1,1,0,0,2,2,Hockey Accessories
1,1,1,0,0,3,2,Cricket Accessories
1,1,1,0,0,4,2,Cricket Accessories
1,1,1,0,0,5,2,"Fitness Watch, Treadmill"
1,1,1,0,0,6,2,Tennis Accessories
1,1,1,0,0,7,2,Cue Sports Accessories
1,1,1,0,0,8,2,Volleyball Accessories
1,1,1,0,0,9,2,Boxing Accessories
1,1,1,0,0,10,2,Skating Accessories
1,1,1,0,0,11,2,Rugby Accessories
1,1,1,0,0,13,2,"Fishing Boat, Fishing Accessories"
1,1,1,0,0,12,2,"Cycle, Cycling Accessories"
1,0,0,0,0,0,0,"Football, Football Player Poster"
1,0,0,0,0,1,0,"Basketball, BasketBall Player Poster"
1,0,0,0,0,2,0,"Hockey Stick, Hockey Player Poster"
1,0,0,0,0,3,0,"Cricket Bat, Cricket Player Poster"
1,0,0,0,0,4,0,"Badminton Racket, Shuttle Cocks"
1,0,0,0,0,5,0,"Running Shoes, Headband"
1,0,0,0,0,6,0,"Tennis Racket, Headband"
1,0,0,0,0,7,0,"Chess Board, Board Game"
1,0,0,0,0,8,0,"Volleyball, Waterbottle"
1,0,0,0,0,9,0,"Boxing Gloves, Boxer Poster"
1,0,0,0,0,10,0,"Skates, Headband"
1,0,0,0,0,11,0,"Rugby Ball, Sports Towel"
1,0,0,0,0,13,0,Fishing Accessories
1,0,0,0,0,12,0,"Cycling Accessories, Waterbottle"
1,0,0,0,0,0,1,"Football Shoes, Football"
1,0,0,0,0,1,1,Basketball Shoes
1,0,0,0,0,2,1,Hockey Shoes
1,0,0,0,0,3,1,"Cricket Shoes, Cricket Bat"
1,0,0,0,0,4,1,"Badminton Shoes, Badminton Racket"
1,0,0,0,0,5,1,"Fitness Watch, Treadmill"
1,0,0,0,0,6,1,"Tennis Racket, Tennis Shoes"
1,0,0,0,0,7,1,"Carrom Board, Board Game"
1,0,0,0,0,8,1,Volleyball Shoes
1,0,0,0,0,9,1,Boxing Shoes
1,0,0,0,0,10,1,"Skates, Fitness Watch"
1,0,0,0,0,11,1,Rugby Accessories
1,0,0,0,0,13,1,"Fishing Rod, Fishing Chair"
1,0,0,0,0,12,1,Cycling Accessories
1,0,0,0,0,0,2,Football Accessories
1,0,0,0,0,1,2,Basketball Accessories
1,0,0,0,0,2,2,Hockey Accessories
1,0,0,0,0,3,2,Cricket Accessories
1,0,0,0,0,4,2,Cricket Accessories
1,0,0,0,0,5,2,"Fitness Watch, Treadmill"
1,0,0,0,0,6,2,Tennis Accessories
1,0,0,0,0,7,2,Cue Sports Accessories
1,0,0,0,0,8,2,Volleyball Accessories
1,0,0,0,0,9,2,Boxing Accessories
1,0,0,0,0,10,2,Skating Accessories
1,0,0,0,0,11,2,Rugby Accessories
1,0,0,0,0,13,2,"Fishing Boat, Fishing Accessories"
1,0,0,0,0,12,2,"Cycle, Cycling Accessories"
1,1,0,0,0,0,0,"Football, Football Player Poster"
1,1,0,0,0,1,0,"Basketball, BasketBall Player Poster"
1,1,0,0,0,2,0,"Hockey Stick, Hockey Player Poster"
1,1,0,0,0,3,0,"Cricket Bat, Cricket Player Poster"
1,1,0,0,0,4,0,"Badminton Racket, Shuttle Cocks"
1,1,0,0,0,5,0,"Running Shoes, Headband"
1,1,0,0,0,6,0,"Tennis Racket, Headband"
1,1,0,0,0,7,0,"Chess Board, Board Game"
1,1,0,0,0,8,0,"Volleyball, Waterbottle"
1,1,0,0,0,9,0,"Boxing Gloves, Boxer Poster"
1,1,0,0,0,10,0,"Skates, Headband"
1,1,0,0,0,11,0,"Rugby Ball, Sports Towel"
1,1,0,0,0,13,0,Fishing Accessories
1,1,0,0,0,12,0,"Cycling Accessories, Waterbottle"
1,1,0,0,0,0,1,"Football Shoes, Football"
1,1,0,0,0,1,1,Basketball Shoes
1,1,0,0,0,2,1,Hockey Shoes
1,1,0,0,0,3,1,"Cricket Shoes, Cricket Bat"
1,1,0,0,0,4,1,"Badminton Shoes, Badminton Racket"
1,1,0,0,0,5,1,"Fitness Watch, Treadmill"
1,1,0,0,0,6,1,"Tennis Racket, Tennis Shoes"
1,1,0,0,0,7,1,"Carrom Board, Board Game"
1,1,0,0,0,8,1,Volleyball Shoes
1,1,0,0,0,9,1,Boxing Shoes
1,1,0,0,0,10,1,"Skates, Fitness Watch"
1,1,0,0,0,11,1,Rugby Accessories
1,1,0,0,0,13,1,"Fishing Rod, Fishing Chair"
1,1,0,0,0,12,1,Cycling Accessories
1,1,0,0,0,0,2,Football Accessories
1,1,0,0,0,1,2,Basketball Accessories
1,1,0,0,0,2,2,Hockey Accessories
1,1,0,0,0,3,2,Cricket Accessories
1,1,0,0,0,4,2,Cricket Accessories
1,1,0,0,0,5,2,"Fitness Watch, Treadmill"
1,1,0,0,0,6,2,Tennis Accessories
1,1,0,0,0,7,2,Cue Sports Accessories
1,1,0,0,0,8,2,Volleyball Accessories
1,1,0,0,0,9,2,Boxing Accessories
1,1,0,0,0,10,2,Skating Accessories
1,1,0,0,0,11,2,Rugby Accessories
1,1,0,0,0,13,2,"Fishing Boat, Fishing Accessories"
1,1,0,0,0,12,2,"Cycle, Cycling Accessories"
1,0,1,1,0,0,0,"Football, Football Player Poster"
1,0,1,1,0,1,0,"Basketball, BasketBall Player Poster"
1,0,1,1,0,2,0,"Hockey Stick, Hockey Player Poster"
1,0,1,1,0,3,0,"Cricket Bat, Cricket Player Poster"
1,0,1,1,0,4,0,"Badminton Racket, Shuttle Cocks"
1,0,1,1,0,5,0,"Running Shoes, Headband"
1,0,1,1,0,6,0,"Tennis Racket, Headband"
1,0,1,1,0,7,0,"Chess Board, Board Game"
1,0,1,1,0,8,0,"Volleyball, Waterbottle"
1,0,1,1,0,9,0,"Boxing Gloves, Boxer Poster"
1,0,1,1,0,10,0,"Skates, Headband"
1,0,1,1,0,11,0,"Rugby Ball, Sports Towel"
1,0,1,1,0,13,0,Fishing Accessories
1,0,1,1,0,12,0,"Cycling Accessories, Waterbottle"
1,0,1,1,0,0,1,"Football Shoes, Football"
1,0,1,1,0,1,1,Basketball Shoes
1,0,1,1,0,2,1,Hockey Shoes
1,0,1,1,0,3,1,"Cricket Shoes, Cricket Bat"
1,0,1,1,0,4,1,"Badminton Shoes, Badminton Racket"
1,0,1,1,0,5,1,"Fitness Watch, Treadmill"
1,0,1,1,0,6,1,"Tennis Racket, Tennis Shoes"
1,0,1,1,0,7,1,"Carrom Board, Board Game"
1,0,1,1,0,8,1,Volleyball Shoes
1,0,1,1,0,9,1,Boxing Shoes
1,0,1,1,0,10,1,"Skates, Fitness Watch"
1,0,1,1,0,11,1,Rugby Accessories
1,0,1,1,0,13,1,"Fishing Rod, Fishing Chair"
1,0,1,1,0,12,1,Cycling Accessories
1,0,1,1,0,0,2,Football Accessories
1,0,1,1,0,1,2,Basketball Accessories
1,0,1,1,0,2,2,Hockey Accessories
1,0,1,1,0,3,2,Cricket Accessories
1,0,1,1,0,4,2,Cricket Accessories
1,0,1,1,0,5,2,"Fitness Watch, Treadmill"
1,0,1,1,0,6,2,Tennis Accessories
1,0,1,1,0,7,2,Cue Sports Accessories
1,0,1,1,0,8,2,Volleyball Accessories
1,0,1,1,0,9,2,Boxing Accessories
1,0,1,1,0,10,2,Skating Accessories
1,0,1,1,0,11,2,Rugby Accessories
1,0,1,1,0,13,2,"Fishing Boat, Fishing Accessories"
1,0,1,1,0,12,2,"Cycle, Cycling Accessories"
1,1,1,1,0,0,0,"Football, Football Player Poster"
1,1,1,1,0,1,0,"Basketball, BasketBall Player Poster"
1,1,1,1,0,2,0,"Hockey Stick, Hockey Player Poster"
1,1,1,1,0,3,0,"Cricket Bat, Cricket Player Poster"
1,1,1,1,0,4,0,"Badminton Racket, Shuttle Cocks"
1,1,1,1,0,5,0,"Running Shoes, Headband"
1,1,1,1,0,6,0,"Tennis Racket, Headband"
1,1,1,1,0,7,0,"Chess Board, Board Game"
1,1,1,1,0,8,0,"Volleyball, Waterbottle"
1,1,1,1,0,9,0,"Boxing Gloves, Boxer Poster"
1,1,1,1,0,10,0,"Skates, Headband"
1,1,1,1,0,11,0,"Rugby Ball, Sports Towel"
1,1,1,1,0,13,0,Fishing Accessories
1,1,1,1,0,12,0,"Cycling Accessories, Waterbottle"
1,1,1,1,0,0,1,"Football Shoes, Football"
1,1,1,1,0,1,1,Basketball Shoes
1,1,1,1,0,2,1,Hockey Shoes
1,1,1,1,0,3,1,"Cricket Shoes, Cricket Bat"
1,1,1,1,0,4,1,"Badminton Shoes, Badminton Racket"
1,1,1,1,0,5,1,"Fitness Watch, Treadmill"
1,1,1,1,0,6,1,"Tennis Racket, Tennis Shoes"
1,1,1,1,0,7,1,"Carrom Board, Board Game"
1,1,1,1,0,8,1,Volleyball Shoes
1,1,1,1,0,9,1,Boxing Shoes
1,1,1,1,0,10,1,"Skates, Fitness Watch"
1,1,1,1,0,11,1,Rugby Accessories
1,1,1,1,0,13,1,"Fishing Rod, Fishing Chair"
1,1,1,1,0,12,1,Cycling Accessories
1,1,1,1,0,0,2,Football Accessories
1,1,1,1,0,1,2,Basketball Accessories
1,1,1,1,0,2,2,Hockey Accessories
1,1,1,1,0,3,2,Cricket Accessories
1,1,1,1,0,4,2,Cricket Accessories
1,1,1,1,0,5,2,"Fitness Watch, Treadmill"
1,1,1,1,0,6,2,Tennis Accessories
1,1,1,1,0,7,2,Cue Sports Accessories
1,1,1,1,0,8,2,Volleyball Accessories
1,1,1,1,0,9,2,Boxing Accessories
1,1,1,1,0,10,2,Skating Accessories
1,1,1,1,0,11,2,Rugby Accessories
1,1,1,1,0,13,2,"Fishing Boat, Fishing Accessories"
1,1,1,1,0,12,2,"Cycle, Cycling Accessories"
1,0,0,1,0,0,0,"Football, Football Player Poster"
1,0,0,1,0,1,0,"Basketball, BasketBall Player Poster"
1,0,0,1,0,2,0,"Hockey Stick, Hockey Player Poster"
1,0,0,1,0,3,0,"Cricket Bat, Cricket Player Poster"
1,0,0,1,0,4,0,"Badminton Racket, Shuttle Cocks"
1,0,0,1,0,5,0,"Running Shoes, Headband"
1,0,0,1,0,6,0,"Tennis Racket, Headband"
1,0,0,1,0,7,0,"Chess Board, Board Game"
1,0,0,1,0,8,0,"Volleyball, Waterbottle"
1,0,0,1,0,9,0,"Boxing Gloves, Boxer Poster"
1,0,0,1,0,10,0,"Skates, Headband"
1,0,0,1,0,11,0,"Rugby Ball, Sports Towel"
1,0,0,1,0,13,0,Fishing Accessories
1,0,0,1,0,12,0,"Cycling Accessories, Waterbottle"
1,0,0,1,0,0,1,"Football Shoes, Football"
1,0,0,1,0,1,1,Basketball Shoes
1,0,0,1,0,2,1,Hockey Shoes
1,0,0,1,0,3,1,"Cricket Shoes, Cricket Bat"
1,0,0,1,0,4,1,"Badminton Shoes, Badminton Racket"
1,0,0,1,0,5,1,"Fitness Watch, Treadmill"
1,0,0,1,0,6,1,"Tennis Racket, Tennis Shoes"
1,0,0,1,0,7,1,"Carrom Board, Board Game"
1,0,0,1,0,8,1,Volleyball Shoes
1,0,0,1,0,9,1,Boxing Shoes
1,0,0,1,0,10,1,"Skates, Fitness Watch"
1,0,0,1,0,11,1,Rugby Accessories
1,0,0,1,0,13,1,"Fishing Rod, Fishing Chair"
1,0,0,1,0,12,1,Cycling Accessories
1,0,0,1,0,0,2,Football Accessories
1,0,0,1,0,1,2,Basketball Accessories
1,0,0,1,0,2,2,Hockey Accessories
1,0,0,1,0,3,2,Cricket Accessories
1,0,0,1,0,4,2,Cricket Accessories
1,0,0,1,0,5,2,"Fitness Watch, Treadmill"
1,0,0,1,0,6,2,Tennis Accessories
1,0,0,1,0,7,2,Cue Sports Accessories
